URL,identifier,offering_date
https://realt.co/product/1-holdings-tappan-st-detroit-mi-48234/,0x7231cafcb32d2ad7072b7bee71ca9d4e5ebffafa,"October 3, 2023"
https://realt.co/product/4000-taylor-st-detroit-mi-48204/,0x934e4bed6f85295581697002fadd816b07c03406,"November 10, 2021"
https://realt.co/product/12410-hamburg-st-detroit-mi-48205/,0x6Bd094E39d0B839689e2F900BFDd180b10df62d7,"July 20, 2021"
https://realt.co/product/3406-medbury-st-detroit-mi-48211/,0x9dfd50ac7cb60832bf7b1c7c46204efcbd2cc959,"August 4, 2023"
https://realt.co/product/15240-edmore-dr-detroit-mi-48205/,0x2F3640655D076b45d1fA10da0f6D880329c9d553,"September 22, 2022"
https://realt.co/product/15778-manor-st-detroit-mi-48238/,0xF23B80216a10E6f0c0D3b5AD5C9349e9425cAd40,"December 4, 2020"
https://realt.co/product/s-3510-ewald-circle-detroit-mi-48204/,0x7909090541D646A262a3062639298772a2c79dAA,"August 5, 2022"
https://realt.co/product/19020-rosemont-ave-detroit-mi-48219/,0x280e9ed3B20c580a2f4219657bB9332D80Bc01f1,"March 4, 2021"
https://realt.co/product/15208-bringard-dr-detroit-mi-48205/,0xeF2B6234E376C3b152c5Febe47E1cA3C73cDAA9f,"July 20, 2021"
https://realt.co/product/15440-15444-st-clair-ave-cleveland-oh-44110/,0x306044777e68eC5C323889468baacbA6d2705994,"December 1, 2021"
https://realt.co/product/15777-ardmore-st-detroit-mi-48227/,0xFe17C3C0B6F38cF3bD8bA872bEE7a18Ab16b43fB,"December 4, 2020"
https://realt.co/product/8065-lost-shaker-ln-kissimmee-fl-34747/,0xE447E8EC034c9100c1fF9BC401B5Cd2fe15c9dcC,"September 15, 2022"
https://realt.co/product/13245-monica-st-detroit-mi-48238/,0x052Ad78E3aA0b0F2D3912FD3b50a9a289CF2f7Aa,"December 1, 2021"
https://realt.co/product/13895-saratoga-st-detroit-mi-48205/,0x6F442Da588232DC57Bf0096E8dE48D6961D5CC83,"December 4, 2020"
https://realt.co/product/12130-manor-st-detroit-mi-48204/,0xf6e71d448e612341b21cc537cfbd87290d760926,"November 24, 2023"
https://realt.co/product/11420-montrose-st-detroit-mi-48227/,0xe4c74c3852cb088e49a010fb0b79159859623da2,"May 25, 2023"
https://realt.co/product/13445-tacoma-st-detroit-mi-48205/,0x4c0c0Fe9Ca9aD4Bc748EB8F596DDcfD8707a5cD4,"October 13, 2022"
https://realt.co/product/15894-tacoma-st-detroit-mi-48205/,0x7FACB63aFB928AC5A4650acC6EAB701d7a8Becb5,"September 28, 2022"
https://realt.co/product/s-10163-duprey-st-detroit-mi-48224/,0x4b9C173c81EA2B6804b99ac91846c62bdB74Fe72,"August 5, 2022"
https://realt.co/product/450-kitchener-st-detroit-mi-48215/,0x79a956cf468ee592d6aef9ce06920989654b1ce3,"August 30, 2023"
https://realt.co/product/7430-nett-st-detroit-mi-48213/,0x950bc24510274163aabf83339424e7b49bf6a0c0,"July 13, 2021"
https://realt.co/product/893-895-w-philadelphia-st-detroit-mi-48202/,0xcb061ae1f9b618c44ac10a47a672bf438da01fd8,"June 23, 2021"
https://realt.co/product/5517-5519-elmhurst-detroit-mi-48204/,0x6133a54E3895F478ee6AaE582d7DBC7bBb086b7d,"November 8, 2021"
https://realt.co/product/5278-5280-drexel-st-detroit-mi-48213/,0xcdf955df8a7ae1264f3b4f8ee5fa68507e8528aa,"July 13, 2021"
https://realt.co/product/1-holdings-palmetto-st-detroit-mi-48234/,0xe7e80e20ce71acd578b18c54382567385771cc37,"September 30, 2023"
https://realt.co/product/1354-w-64th-st-chicago-il-60636/,0x1707a9bad232d728afded75faced38ec90eaa41e,"March 10, 2022"
https://realt.co/product/433-kitchener-st-detroit-mi-48215/,0x30107f6f95b946c4ea0eaeb9f7ae436078f971b1,"August 30, 2023"
https://realt.co/product/1220-e-173rd-st-cleveland-oh-44119/,0x15f3197d43600720531bc92d6a55827b82da56bb,"January 25, 2024"
https://realt.co/product/11441-11443-flanders-st-detroit-mi-48205/,0x038eb5001b6a7050fed40816321138e69f8f885b,"January 11, 2024"
https://realt.co/product/22512-mcnichols-rd-detroit-mi-48219/,0x06246100bA403608B98ADfb006D82A7484f5D9ff,"October 27, 2022"
https://realt.co/product/15015-ward-ave-detroit-mi-48227/,0x4d6876bd8d2f44d64b13a83a58cef81860329ef4,"November 9, 2023"
https://realt.co/product/18273-monte-vista-st-detroit-mi-48221/,0x9856C5CA15A4Ac9C65AAC090c38a9f39EB3b5eeC,"January 18, 2021"
https://realt.co/product/12145-kentucky-st-detroit-mi-48204/,0x5d0f382a64acb0fff716bf2f786b9df4dc8dad0c,"August 23, 2023"
https://realt.co/product/20039-bloom-st-detroit-mi-48234/,0x79e18a519d60c2ef7e18aac08d60ba0d4eee2511,"July 20, 2021"
https://realt.co/product/20200-lesure-st-detroit-mi-48235/,0xEeDc2F5F4D1226759B1AcF9EfA23a99661De6663,"February 27, 2020"
https://realt.co/product/10717-10719-bryant-ave-cleveland-oh-44108/,0xBaBC257B4958556Bda696E7705cf535F400d8b09,"December 21, 2022"
https://realt.co/product/2518-glendale-ave-detroit-mi-48238/,0xcb2928d422cc2f349bfb67ee74113a3101a58cb4,"April 27, 2023"
https://realt.co/product/212-n-park-ave-jackson-mi-49201/,0x27DCc5DE7ee468C2da8BF2FD21E60348747223Cc,"February 9, 2022"
https://realt.co/product/16200-fullerton-ave-detroit-mi-48227/,0x021Bb23a45e9FC824260435e670fC383b7b8cbbB,"August 7, 2019"
https://realt.co/product/s-10645-stratman-st-detroit-mi-48224/,0x64d69276CC78aDbb6d5fEa95d3e6370b4844dC76,"August 5, 2022"
https://realt.co/product/15040-harper-ave-detroit-mi-48224/,0x032f0e16b729210551642f3249f6e0b1b52a63be,"March 31, 2023"
https://realt.co/product/1-holdings-strasburg-st-detroit-mi-48205/,0x7d3f9309822a47e41dd4756dbe162580e2546f33,"November 15, 2023"
https://realt.co/product/272-ne-42nd-court-deerfield-beach-fl-33064/,0xce111a198eB04F388AceB78c40ceD6daF1b0514a,"June 10, 2020"
https://realt.co/product/4061-grand-st-detroit-mi-48238/,0xd9e89bFebAe447B42C1Fa85C590716eC8820f737,"December 4, 2020"
https://realt.co/product/9169-boleyn-st-detroit-mi-48224/,0x806690B7a093d2Cf6419a515ABEdb7f28595bc5E,"August 13, 2020"
https://realt.co/product/13116-kilbourne-ave-detroit-mi-48213/,0x08Ad1F3a48Be1D23C723a6cC8486b247F5dE935a,"December 4, 2020"
