Txn Hash,timestamp,Action,Amount (Out),Token (Out),Amount (In),Token (In),Swapped Rate,Swapped Pair,DEX,volume_bought,volume_sold,token_bought,token_sold
0x6d2c30fc55b555126b67abf1824b816ef8435ab2308ea2d5c743acf002374b0b,1592271823,Swap,0.214210471, UNI-V1,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21421047,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.214210471,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xf9520cda6b6b872dc6c6964f1c01e76bc5d4236eb634a372edccd1d9c9575043,1592454262,Swap,0.462456707, UNI-V1,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.23122835,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.462456707,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0x19b1bc496cc970b93792c1b7725784dabfab6cd1789fa6c702ecd5b903745465,1592639290,Buy,0.235820738, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.23582074,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.235820738,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xd1af7ee8070bd2780fae710ea0424b23be3c6d1aab41c288fffbfb7f4068b89e,1592806026,Buy,0.437026224, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21851311,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.437026224,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x47d63e1382660c47df690bbbd8fcd2e4c0d0d9c223fdcc155faf6d54954c8b38,1593323825,Swap,0.656881118, UNI-V1,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21896037,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.656881118,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0x5fbe4bfb10351b939a05d873145e724c64f1b248361e0002e2323e056a0f55fb,1593639229,Buy,0.857929896, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21448247,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.857929896,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x1eec3e091ec9165427827eafbc1c2c765d01ce991a143b12ff64bae16bb0e107,1593640774,Sell,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.637259812, ETH,0.21241994,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.637259812,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x372c35e9f799f1ca13d27c2a098d279cb465493e164f858a851ae732a087aa5c,1593716470,Swap,0.225871208, UNI-V1,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22587121,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.225871208,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0x408beff2139a324cedb12a6c248cc00cc0257cc29aee7a49847eef40c044c6ee,1593897496,Buy,0.223368858, ETH,0.99494573, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22450356,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.223368858,0.99494573, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xc33dee52af664dad1c92e961b2f0cc0966e0b9e4b7e2e77edc44258fdc5b6728,1593953660,Buy,0.23626549, ETH,1.045242179, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22603899,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.23626549,1.045242179, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x776495a32d6f14f79f79b63986a98982c23aafb47c3fc000981f60f3a392ed30,1593972777,Buy,0.224867189, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22486719,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.224867189,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x7473871c947daff9e7306278bc19b689336eceaa8324371d6163a745d925f45f,1593975921,Buy,0.226222488, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22622249,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.226222488,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x104189129f15e975186679c4553155049e4f0f6951620ce3e72c26269fcf7593,1593988256,Buy,0.440599942, ETH,1.989732938, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22143672,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.440599942,1.989732938, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xc30a4144928a2782375c782cb59bc97dca03bfefce448791aac8bd718f9cffe5,1594204167,Swap,0.219287881, UNI-V1,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21928788,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.219287881,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xbdddd06bda6d2453a050e64adb42214fabf56a8e7a67bd7aef22771c6218bc54,1594414696,Buy,0.2179945, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.2179945,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.2179945,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x28873c4099a0326830fe613901306e8ed592178a7a1d46d9849f14a42ce9e878,1594544171,Buy,0.416297027, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.20814851,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.416297027,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xc370a3f765b43476018793d048ee6423234ac6e092bd20364c7327ed4da5fb21,1594662816,Buy,0.311680718, ETH,1.5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.20778715,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.311680718,1.5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x050dfde3ed24142904e18519fcbe23aa28d8d2666a825590381168f75a7aa1e6,1594749543,Swap,0.109672686, UNI-V1,0.511760906, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21430454,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.109672686,0.511760906, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0x67fa76bd40a4e59512a54727e491ebab8cf9a0f9d5e6894ff61f61d38bc5be20,1594929834,Swap,0.445904786, UNI-V1,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22295239,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.445904786,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0x52782c87101a17da8ad7677c7c8ce33e6c14b7efeeb0f94de44864200cb1adfb,1594930415,Swap,0.426567958, UNI-V1,1.8, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.2369822,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.426567958,1.8, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xcc9af57a3501da4fbf58895611df1699a87befa32eaf1d7bf53fd7a33b233c5b,1594930777,Buy,0.241070121, ETH,1.010267062, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.23862019,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.241070121,1.010267062, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x6e366d1020bdb44e867a0a086112fb05888764c18f0a224e3a1740a1680858fe,1594941623,Buy,0.229806343, ETH,0.994944621, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.230974,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.229806343,0.994944621, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x9f9b2d432538e7240a4bfb0fd77a954a9264805f92c360457ffb115f16a4ed07,1595111220,Buy,0.223726813, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.22372681,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.223726813,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xf36fd5579a1260ec4cc2470fffcbbb07ebf8728c442caef443688b762b76a2c9,1595360282,Buy,0.424870559, ETH,1.989738842, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.21353082,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.424870559,1.989738842, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x59669387c6b99e4386d4615d1e62bab7fabca015c7f6430fa29e7e595e7cdc1e,1595399611,Buy,1.989748288, ETH,0.399847339, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,4.97626992,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,1.989748288,0.399847339, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x273eb1b268a5a941fd8dd36c4d39b0e8039890f9d8de24bd9ff0c332c622e5c8,1595699232,Buy,0.191231004, ETH,0.994951727, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.19220129,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.191231004,0.994951727, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x273eb1b268a5a941fd8dd36c4d39b0e8039890f9d8de24bd9ff0c332c622e5c8,1595699245,Buy,0.191231004, ETH,0.994951727, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.19220129,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.191231004,0.994951727, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xe9836f1c5268b1b5411d947e35bab777cc2393cb83d93d8965c9617bce816dc8,1595724221,Buy,0.54172997, ETH,2.984425949, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.18151899,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.54172997,2.984425949, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xf2f8707ce086cc240505d28954900cb74984ee977fce35be8ea5937020d31629,1595806562,Swap,0.465239076, UNI-V1,2.563346998, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.18149672,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.465239076,2.563346998, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xdb9abaef79161b4a59067b7111f66c4fcab441227e9d4d39c0071108c93ef978,1595851640,Buy,9.94308888, ETH,1.626679475, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,6.11250651,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,9.94308888,1.626679475, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x836b657cf2927785e750b188ee744d9729776d04c2158bd957f0baa9fdf07b7a,1595854209,Buy,0.371338244, ETH,2.5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.1485353,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.371338244,2.5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x9423410069246369654fc2229908163a376a7c286b1d31ed60c8dabdc7e00778,1596314078,Buy,0.226593496, ETH,1.515309431, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14953612,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.226593496,1.515309431, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xd4cbff4912d187ac2e62676cab585757e4f80267d71662fd0fddd499f65bffbb,1596369217,Swap,0.045734337, UNI-V1,0.308814583, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14809643,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.045734337,0.308814583, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xf0a385a1d2e598f89a5199a08ab29277e71d0649ded01a922dc3393ef506332c,1596494874,Buy,0.150630869, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.15063087,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.150630869,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x72aaf664955b0c8a4ab484b14f01166d4ddfe6a014f2ad65be5968e33cc30c8c,1596495545,Buy,0.149740045, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14974004,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.149740045,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x53295cc58c3deaf3fe68ca9b53aac04b7365345195eb03dbab6aee937ab00be1,1596660318,Buy,0.28820539, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.1441027,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.28820539,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x3588eae91818572debeb6065f6ccf5fec4ec2175fc1b98f5a70ba5551ecca850,1596707291,Buy,0.274086242, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13704312,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.274086242,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x497177ef3a1c9351a896541696b3ec95216f153a3260af963e1551530dd5ada1,1596805618,Buy,0.162574429, ETH,1.191186, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13648114,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.162574429,1.191186, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xaa48caa3afdc11279b53dc00c33a91f17f62f62b8eaf2f993cf9b5a2c46b6073,1597452990,Buy,0.648186483, ETH,5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.1296373,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.648186483,5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xe843fa7197257ff5c59cdd07c450efd137dc00cc43100e13f7ff6bb0389cf02a,1597508554,Buy,0.466374911, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.11659373,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.466374911,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xf5d887f5b8756a13853cadfd34a12d9783ed6b7f8147e9b195eca904a7b7e875,1597606117,Buy,0.593435887, ETH,5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.11868718,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.593435887,5, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x21e7203bf8f20f6d5145072d013731ec5ce748dd43035db85a731cd370ac1ccb,1598240477,Swap,0.588232276, UNI-V1,4.432169607, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13271881,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.588232276,4.432169607, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xc7786bc8f19ecf9f98f48a6b26c0599db5c82df4e816c9c4e9f3e7dff18e140b,1598618727,Swap,1.420958033, UNI-V1,9, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.15788423,UNI-V1 per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,1.420958033,9, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, UNI-V1
0xc6087e5cf0b7704510bd5a707cc038449d8c81b5ef6263e33e854396f4da11c1,1598624733,Buy,0.174464219, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.17446422,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.174464219,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xef4e096f4dbf4f3363d152dd9f17049da8cbf001323e5a9eeef8648a928533a2,1598625218,Buy,0.65199368, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.16299842,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.65199368,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xef4e096f4dbf4f3363d152dd9f17049da8cbf001323e5a9eeef8648a928533a2,1598625218,Buy,0.65199368, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.16299842,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.65199368,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x5032c6c8a4755301e736d3f1b169a78ba883f7974efb551758a0f469e158e184,1598655593,Buy,0.300914262, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.15045713,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.300914262,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x95ce157458c09be0b088638e83950d475eda0e7d6ef6f6291bebe5a63a1b2392,1598738007,Buy,0.285873008, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.1429365,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.285873008,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xbed8e44ad9b337fca0684d0bde2dcc9bc03a11690bb9750b4988d678c3015ec2,1598811124,Buy,0.141975687, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14197569,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.141975687,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x209d903678cbd8d3ceca3f0c4b8025a3905a9d72b36f33247e01035468de2a32,1598921452,Buy,0.143305931, ETH,1.015574051, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.1411083,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.143305931,1.015574051, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xa9e6895f3d8c933e7fd02b6656c5c1e48ba877dd8ded24bcb1503a005c205525,1599121716,Buy,0.530777225, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13269431,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.530777225,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x954931a75f7080e1ced228d52be9d6fbd4c85f8b42f234f5ff7e5a0758306a7e,1599326320,Buy,0.533976277, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13349407,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.533976277,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xea84caf436b5ddc2f6aa7dbeaa42c4c8c53222fc34b26275dabdf547e6724f56,1599480703,Buy,0.436987719, ETH,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14566257,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.436987719,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x58cc107f7e621c9715a36f3290c5827bc79737cc5ed81eca962af45a8a848e23,1599744609,Buy,0.293304274, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14665214,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.293304274,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xa7043571db5429a816d040e5199864ded676b65f60c1bf4765c8d7c6be7d0654,1599771327,Buy,0.544243644, ETH,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13606091,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.544243644,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x0b3e8a8e76accd576fa313aa0e8a8dd9325c257bbd1e717d3ba707efc85235d8,1600385475,Buy,0.266996132, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13349807,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.266996132,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xae0dc39cf0b82125e705ac57cba988359683a2415eb2f10365fefaaa8cf1bf0e,1600587427,Sell,3.901403171, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.56077534, ETH,0.14373683,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.56077534,3.901403171, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x65fec8aba6d0396070c7901c5876e611fc066f99c37dfcd85632fed68379f7e1,1600651167,Buy,1.088371804, ETH,8, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13604648,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,1.088371804,8, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x750da4cb85e0f2928745ff47569eff94d81cc3fd27e0f63caac110e9eb73cfe5,1600678002,Sell,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.520438381, ETH,0.1301096,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.520438381,4, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x23642e7dbdc2f143f3a6e09ecb19cb7c3403bb1193cfc9fc1633e2b6d3a51293,1600901318,Buy,0.280016342, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14000817,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.280016342,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xc176ec6e7bd716ebf871910b6be34d68a39c36678d37ba72f70ec536ba060d68,1600940759,Buy,0.29458002, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14729001,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.29458002,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x85c8a513feaf2c7d3804b23971fb2b77455582d4b6816c689b68a582468aa7fc,1600973822,Buy,1.330044935, ETH,10, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13300449,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,1.330044935,10, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xb7994038f3a179594de19ae62093ea66129fcbe71807f4db440cff8dd538df94,1600974318,Buy,0.367976342, ETH,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.12265878,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.367976342,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xbc9330784c2a28796705d39e9792040ba26e3ccb4aa0ac0231d00f7b7a32fba9,1600974554,Buy,0.395266822, ETH,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13175561,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.395266822,3, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xe800a8cbb113b22a17b7905b932878f81dab96c4b1352415df99d0681e1f4a24,1601640053,Buy,0.280214208, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.1401071,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.280214208,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x7c504f4855c7f04bb0509be68fe4a11563fb9675c807a2a1acda76c3e77d4a37,1601878244,Buy,0.140669692, ETH,1.005055379, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13996213,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.140669692,1.005055379, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x59439e93fc5bc87d868036ef67c156a51eadecb5d4f11208aa207a7d74e49a45,1601901045,Sell,1.107809533, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.156311243, ETH,0.14109938,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.156311243,1.107809533, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xe9a1e08d629ccbcd42439179610c04c901519f9029d5be47b01e868287e19ef7,1602126220,Buy,0.30027849, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.15013924,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.30027849,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x2bb0cfd8e65fca25f1c3e9c7ec913092b13bf6c4436d15151edbdea2cec5b261,1602273355,Sell,102, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,4995.96, USDC,48.98,USDC per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Airswap v2,4995.96,102, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, USDC
0x6ffbdf31dabe8c48ef7d021a60b1d93604a7f2832ba1bf844f960854c4e8711d,1602275820,Buy,0.298549503, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.14927475,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.298549503,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0x55cf5e37cdfb517447fc90d2a1196ff08e75df54afb26456f03a2a193bc2d0fc,1602387424,Buy,0.27616051, ETH,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13808025,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.27616051,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xc3ca4039a8f015f3ef4ed0380e045d4157ec6e98d51deef89efd2f4e3511a0da,1602422701,Sell,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.277824959, ETH,0.13891248,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.277824959,2, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xf2c7b823184cf5d3daf70c2ca49e6aeefd89c50f9e610f792f73562b0468e38d,1602931337,Buy,0.236115425, ETH,1.7, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13889143,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.236115425,1.7, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
0xd0b67ac9b6115124f16199d381002d70705ebc33da23b5e627fe63b536ff6947,1603109771,Buy,0.131949637, ETH,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,0.13194964,ETH per REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,Uniswap,0.131949637,1, REALTOKEN-15634-LIBERAL-ST-DETROIT-MI, ETH
